"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C02_001E","S1902_C02_001M","S1902_C03_001E","S1902_C03_001M","S1902_C01_002E","S1902_C01_002M","S1902_C02_002E","S1902_C02_002M","S1902_C03_002E","S1902_C03_002M","S1902_C01_003E","S1902_C01_003M","S1902_C02_003E","S1902_C02_003M","S1902_C03_003E","S1902_C03_003M","S1902_C01_004E","S1902_C01_004M","S1902_C02_004E","S1902_C02_004M","S1902_C03_004E","S1902_C03_004M","S1902_C01_005E","S1902_C01_005M","S1902_C02_005E","S1902_C02_005M","S1902_C03_005E","S1902_C03_005M","S1902_C01_006E","S1902_C01_006M","S1902_C02_006M","S1902_C03_006E","S1902_C03_006M","S1902_C01_007E","S1902_C01_007M","S1902_C02_007E","S1902_C02_007M","S1902_C03_007E","S1902_C03_007M","S1902_C01_008E","S1902_C01_008M","S1902_C02_008E","S1902_C02_008M","S1902_C03_008E","S1902_C03_008M","S1902_C01_009E","S1902_C01_009M","S1902_C02_009E","S1902_C02_009M","S1902_C03_009E","S1902_C03_009M","S1902_C01_010E","S1902_C01_010M","S1902_C02_010E","S1902_C02_010M","S1902_C03_010E","S1902_C03_010M","S1902_C01_011E","S1902_C01_011M","S1902_C02_011E","S1902_C02_011M","S1902_C03_011E","S1902_C03_011M","S1902_C01_012E","S1902_C01_012M","S1902_C02_012E","S1902_C02_012M","S1902_C03_012E","S1902_C03_012M","S1902_C01_013E","S1902_C01_013M","S1902_C02_013E","S1902_C02_013M","S1902_C03_013E","S1902_C03_013M","S1902_C01_014E","S1902_C01_014M","S1902_C02_006E","S1902_C02_014E","S1902_C02_014M","S1902_C03_014E","S1902_C03_014M","S1902_C01_015M","S1902_C02_015E","S1902_C02_015M","S1902_C03_015E","S1902_C03_015M","S1902_C01_016E","S1902_C01_016M","S1902_C02_016E","S1902_C02_016M","S1902_C03_016E","S1902_C03_016M","S1902_C01_017E","S1902_C01_017M","S1902_C02_017E","S1902_C02_017M","S1902_C03_017E","S1902_C03_017M","S1902_C01_018E","S1902_C01_018M","S1902_C02_018E","S1902_C02_018M","S1902_C03_018E","S1902_C03_018M","S1902_C01_019E","S1902_C01_019M","S1902_C02_019E","S1902_C02_019M","S1902_C03_019E","S1902_C03_019M","S1902_C01_020E","S1902_C01_020M","S1902_C02_020E","S1902_C02_020M","S1902_C03_020E","S1902_C03_020M","S1902_C01_021E","S1902_C01_021M","S1902_C02_021E","S1902_C02_021M","S1902_C03_021E","S1902_C03_021M","S1902_C01_022E","S1902_C01_022M","S1902_C02_022E","S1902_C02_022M","S1902_C03_022E","S1902_C03_022M","S1902_C01_023E","S1902_C01_023M","S1902_C02_023E","S1902_C02_023M","S1902_C03_023E","S1902_C03_023M","S1902_C01_024E","S1902_C01_024M","S1902_C02_024E","S1902_C02_024M","S1902_C03_024E","S1902_C03_024M","S1902_C01_025E","S1902_C01_025M","S1902_C02_025E","S1902_C02_025M","S1902_C03_025E","S1902_C03_025M","S1902_C01_026E","S1902_C01_026M","S1902_C02_026E","S1902_C02_026M","S1902_C03_026E","S1902_C03_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_027E","S1902_C02_027M","S1902_C03_027E","S1902_C03_027M","S1902_C01_028E","S1902_C01_028M","S1902_C02_028E","S1902_C01_015E","S1902_C02_028M","S1902_C03_028E","S1902_C03_028M"
"id","Geographic Area Name","Estimate!!Number!!HOUSEHOLD INCOME!!All households","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With earnings","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With earnings","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With earnings","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Social Security income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With Social Security income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With Social Security income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Social Security income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With Social Security income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With retirement income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With retirement income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With retirement income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With retirement income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With retirement income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With retirement income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With other types of income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With other types of income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With other types of income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With other types of income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With other types of income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With other types of income","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Social Security income","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino"
"0500000US36087","Rockland County, New York","99502","1638","99502","1638","118960","5679","80013","2284","80.4","1.9","116896","5310","77719","2245","78.1","1.9","115015","5352","11049","1606","11.1","1.6","37500","7498","26251","2041","26.4","2.0","23407","10370","34751","1957","2.0","22881","1096","5466","1232","5.5","1.2","10838","1628","13435","1767","13.5","1.8","(X)","(X)","1813","623","1.8","0.6","3751","1477","22785","1815","22.9","1.8","37611","3707","7556","1504","7.6","1.5","19973","6722","74783","2607","74783","2607","133493","7081","8207","1102","11.0","1.5","93286","34333","23853","2718","34.9","31.9","3.3","86002","7473","2199","34.3","2.8","173627","10936","6165","1341","8.2","1.8","142035","27380","8309","1349","11.1","1.9","185110","16366","2589","701","3.5","0.9","114711","19057","325695","*****","325695","*****","37371","1760","233051","3961","71.6","1.2","39400","2199","38958","2487","12.0","0.8","34626","6062","377","508","0.1","0.2","N","N","19660","876","6.0","0.3","47879","7318","0","201","0.0","0.1","N","N","23189","4772","7.1","1.5","21949","5163","10460","2627","3.2","0.8","17828","5582","58839","*****","18.1","*****","28303","3900","203967","538","62.6","25660","0.2","39989","2085"
"0500000US36105","Sullivan County, New York","28900","1706","28900","1706","72044","6467","20874","1597","72.2","3.6","72428","6593","19689","1540","68.1","3.9","72687","6965","2984","870","10.3","2.9","27056","8391","3937","853","13.6","2.8","16512","4856","11285","1367","4.1","19604","1449","2605","838","9.0","2.8","10661","1550","5621","1169","19.4","3.7","(X)","(X)","518","323","1.8","1.1","3981","2020","6514","993","22.5","3.2","34932","12241","2588","839","9.0","2.8","10275","3637","17487","1702","17487","1702","87367","10485","2803","757","16.0","3.9","63683","30107","6821","1115","39.0","39.0","5.1","64603","9695","881","24.4","4.4","104642","10227","1662","720","9.5","4.0","124231","63008","1463","549","8.4","3.1","137233","28128","476","328","2.7","1.8","116383","56507","75498","*****","75498","*****","29049","2346","61078","1655","80.9","2.2","31193","2792","6663","831","8.8","1.1","16948","3449","312","412","0.4","0.5","N","N","1321","217","1.7","0.3","25003","15530","0","201","0.0","0.2","N","N","3860","1758","5.1","2.3","22688","12936","2264","1070","3.0","1.4","17358","14504","12550","*****","16.6","*****","20707","4710","53256","680","70.5","4262","0.9","32717","3089"
"0500000US36111","Ulster County, New York","69154","2116","69154","2116","88816","4261","52828","2425","76.4","2.1","89886","5912","49164","2479","71.1","2.4","86345","6071","10301","1503","14.9","2.1","48870","15250","18185","1595","26.3","2.2","17369","4215","24254","1209","1.6","20558","987","2413","802","3.5","1.2","10459","1812","7626","1185","11.0","1.7","(X)","(X)","1631","663","2.4","1.0","3805","1360","16319","1459","23.6","2.1","28555","2920","6192","1100","9.0","1.5","13175","3515","42744","2321","42744","2321","105681","5659","6452","961","15.1","2.1","62392","8695","12021","1642","35.1","28.1","3.6","81604","12387","1487","32.4","2.9","133193","12660","5092","1074","11.9","2.5","95186","21027","4000","1037","9.4","2.3","163823","35602","1333","568","3.1","1.3","112178","24054","178599","*****","178599","*****","35400","1690","149143","2573","83.5","1.4","39348","1967","10718","954","6.0","0.5","15928","2910","503","385","0.3","0.2","21134","9316","3026","1146","1.7","0.6","8180","4478","0","201","0.0","0.1","N","N","5113","1855","2.9","1.0","21792","7860","10096","3186","5.7","1.8","13511","3992","18785","*****","10.5","*****","17533","3216","139988","924","78.4","13846","0.5","40607","2094"
"0500000US36053","Madison County, New York","26127","1315","26127","1315","74332","4803","19892","1264","76.1","3.0","75368","6717","18832","1277","72.1","3.0","72799","6023","3810","726","14.6","2.9","33668","14106","4811","847","18.4","3.2","13550","5490","9698","726","2.9","19136","1227","1138","545","4.4","2.1","11052","3940","2250","723","8.6","2.8","(X)","(X)","836","502","3.2","1.9","3925","1703","6327","764","24.2","3.0","22962","3009","3208","858","12.3","3.2","9642","2840","17590","1305","17590","1305","87162","7006","3070","548","17.5","3.0","51549","7423","5197","1020","37.1","29.5","5.1","63684","8083","1096","34.4","5.3","116353","15368","1341","534","7.6","3.1","73206","15763","1544","596","8.8","3.4","125232","16542","393","197","2.2","1.1","124868","32089","70795","*****","70795","*****","28421","2016","66512","329","94.0","0.5","29139","2044","1211","462","1.7","0.7","5676","3450","62","93","0.1","0.1","N","N","1485","463","2.1","0.7","29900","22995","0","201","0.0","0.2","N","N","659","517","0.9","0.7","N","N","866","453","1.2","0.6","21785","21630","1653","*****","2.3","*****","10225","8011","65756","190","92.9","6045","0.3","29307","2072"
